age,job,marital,education,default,housing,loan
38,admin.,married,high.school,no,unknown,unknown
39,technician,married,professional.course,no,unknown,unknown
31,blue-collar,married,basic.6y,unknown,unknown,unknown
29,admin.,single,university.degree,no,yes,no
31,self-employed,married,university.degree,no,no,no
25,self-employed,single,university.degree,no,yes,no
40,services,single,university.degree,no,no,no
35,blue-collar,single,basic.9y,unknown,no,no
36,services,married,high.school,no,yes,no
43,services,married,high.school,unknown,unknown,unknown
49,management,married,university.degree,no,yes,no
29,blue-collar,married,high.school,no,no,no
38,unemployed,divorced,university.degree,no,yes,no
32,blue-collar,married,basic.6y,no,no,yes
35,self-employed,married,university.degree,no,yes,no
39,self-employed,married,basic.4y,unknown,no,no
35,services,single,professional.course,unknown,no,no
54,admin.,married,high.school,no,no,no
35,admin.,married,university.degree,unknown,yes,no
32,technician,married,professional.course,no,no,no
55,technician,married,basic.6y,unknown,yes,no
30,blue-collar,married,basic.9y,no,no,yes
50,blue-collar,divorced,basic.9y,unknown,no,no
25,blue-collar,single,basic.4y,no,no,no
52,management,divorced,university.degree,no,no,no
43,self-employed,married,basic.9y,no,no,no
38,blue-collar,married,basic.9y,no,yes,no
45,admin.,married,high.school,no,yes,no
33,admin.,single,university.degree,no,yes,no
30,blue-collar,married,basic.9y,no,yes,no
26,services,divorced,basic.6y,no,no,no
51,services,married,high.school,unknown,no,no
34,services,married,basic.9y,no,yes,yes
33,services,divorced,high.school,no,yes,yes
44,blue-collar,divorced,unknown,no,yes,yes
43,blue-collar,married,high.school,unknown,unknown,unknown
48,services,married,high.school,unknown,yes,no
56,services,divorced,high.school,unknown,yes,no
37,management,married,university.degree,no,yes,no
31,blue-collar,single,basic.9y,unknown,yes,no
50,blue-collar,married,basic.4y,unknown,unknown,unknown
38,entrepreneur,married,basic.6y,no,unknown,unknown
32,admin.,single,university.degree,no,no,no
35,admin.,single,high.school,no,yes,no
50,blue-collar,married,basic.4y,no,no,no
33,self-employed,divorced,unknown,no,no,no
35,services,married,high.school,no,no,no
36,services,single,high.school,no,no,no
29,housemaid,single,high.school,no,yes,no
38,services,single,basic.9y,unknown,yes,no
36,services,single,high.school,no,no,no
46,entrepreneur,married,professional.course,no,no,no
44,unknown,married,basic.6y,no,no,no
37,blue-collar,single,high.school,no,yes,yes
26,admin.,married,university.degree,no,no,no
47,blue-collar,married,basic.6y,unknown,no,no
36,blue-collar,married,high.school,unknown,no,no
28,admin.,single,university.degree,no,no,no
50,admin.,married,high.school,no,no,no
32,blue-collar,married,basic.9y,no,no,no
54,technician,married,professional.course,no,yes,no
37,services,married,basic.6y,no,no,no
46,entrepreneur,married,university.degree,unknown,no,no
49,admin.,divorced,high.school,no,yes,no
33,services,married,high.school,unknown,no,no
55,technician,married,high.school,no,no,no
40,admin.,single,unknown,unknown,yes,no
50,blue-collar,divorced,high.school,no,no,no
36,admin.,married,university.degree,no,yes,yes
35,admin.,married,high.school,no,no,no
39,self-employed,married,basic.4y,unknown,yes,no
44,blue-collar,married,high.school,no,no,no
30,technician,married,professional.course,no,no,no
40,blue-collar,married,basic.6y,no,no,no
29,entrepreneur,married,basic.6y,no,yes,no
34,blue-collar,married,basic.6y,no,no,no
47,blue-collar,married,unknown,unknown,yes,no
58,admin.,divorced,university.degree,no,yes,yes
43,blue-collar,single,basic.4y,unknown,no,no
37,services,married,high.school,no,yes,yes
37,technician,married,professional.course,unknown,no,no
34,admin.,single,university.degree,no,no,yes
36,technician,married,professional.course,no,no,no
48,blue-collar,married,basic.9y,unknown,yes,no
59,admin.,single,professional.course,no,no,no
32,technician,married,professional.course,no,no,no
28,services,married,high.school,unknown,yes,no
53,unemployed,married,basic.4y,unknown,yes,no
50,blue-collar,married,basic.4y,no,no,no
42,blue-collar,married,basic.4y,unknown,no,no
45,technician,married,high.school,no,yes,no
39,admin.,single,unknown,no,no,yes
38,blue-collar,married,basic.4y,unknown,yes,no
37,blue-collar,married,basic.4y,unknown,no,no
57,blue-collar,married,basic.4y,unknown,yes,no
48,blue-collar,married,basic.9y,no,no,no
27,services,married,high.school,unknown,no,no
38,blue-collar,single,high.school,unknown,yes,no
35,blue-collar,married,basic.9y,no,yes,no
46,technician,single,university.degree,no,yes,no
40,blue-collar,single,unknown,unknown,yes,no
38,housemaid,married,basic.6y,unknown,yes,no
28,admin.,married,university.degree,no,yes,no
56,blue-collar,married,basic.4y,unknown,no,no
34,technician,single,professional.course,no,no,no
39,admin.,married,high.school,no,yes,no
37,entrepreneur,married,university.degree,no,no,yes
45,blue-collar,married,basic.6y,unknown,yes,no
58,admin.,divorced,university.degree,no,yes,no
38,blue-collar,married,basic.6y,no,yes,no
35,admin.,married,high.school,no,yes,no
36,services,married,high.school,no,yes,no
39,technician,divorced,professional.course,no,yes,no
41,blue-collar,divorced,basic.6y,no,yes,no
41,blue-collar,divorced,basic.6y,no,yes,no
26,services,single,basic.9y,no,no,yes
54,management,married,basic.4y,no,no,no
41,blue-collar,divorced,basic.6y,no,no,no
45,management,married,unknown,unknown,yes,yes
38,admin.,divorced,high.school,no,no,no
33,services,single,high.school,no,unknown,unknown
26,blue-collar,single,high.school,no,no,no
42,management,married,university.degree,no,no,no
35,admin.,single,university.degree,no,yes,yes
41,blue-collar,married,basic.6y,unknown,yes,no
35,services,married,high.school,no,no,no
53,blue-collar,divorced,basic.4y,unknown,yes,no
38,admin.,single,university.degree,unknown,no,no
30,technician,single,professional.course,no,no,no
57,retired,single,high.school,no,yes,no
37,blue-collar,single,basic.9y,no,no,no
46,admin.,divorced,high.school,no,no,no
37,admin.,married,high.school,no,no,yes
54,blue-collar,single,basic.4y,unknown,yes,no
47,blue-collar,married,basic.4y,unknown,no,no
41,management,married,university.degree,no,no,yes
49,technician,married,professional.course,no,no,no
51,unemployed,married,basic.9y,unknown,no,no
53,admin.,married,basic.9y,no,no,no
36,blue-collar,single,high.school,no,no,yes
55,housemaid,married,basic.4y,no,no,no
47,admin.,married,high.school,no,no,no
25,services,married,high.school,unknown,no,no
27,blue-collar,married,basic.9y,unknown,yes,no
47,blue-collar,married,basic.4y,no,yes,no
36,technician,married,professional.course,unknown,no,no
50,admin.,divorced,basic.9y,no,no,no
53,blue-collar,married,basic.9y,no,no,yes
37,self-employed,married,professional.course,no,no,yes
36,services,single,basic.9y,unknown,no,yes
53,blue-collar,married,basic.9y,no,yes,no
42,blue-collar,married,basic.4y,unknown,yes,no
39,blue-collar,married,basic.4y,no,no,yes
46,entrepreneur,married,high.school,no,no,yes
32,services,married,high.school,unknown,yes,no
28,technician,divorced,university.degree,no,no,no
40,blue-collar,married,basic.9y,no,yes,no
26,blue-collar,single,basic.9y,unknown,no,yes
30,services,single,unknown,no,no,yes
38,technician,married,basic.6y,unknown,no,no
37,technician,single,basic.9y,no,no,yes
39,self-employed,married,university.degree,no,no,no
36,blue-collar,divorced,high.school,no,no,yes
29,admin.,married,high.school,no,no,no
22,blue-collar,single,basic.6y,unknown,no,yes
49,blue-collar,married,basic.4y,unknown,yes,no
31,admin.,single,university.degree,no,no,no
49,blue-collar,married,basic.4y,unknown,yes,no
41,blue-collar,married,basic.4y,unknown,no,no
47,management,married,basic.4y,unknown,no,no
47,admin.,single,university.degree,no,yes,yes
38,admin.,married,university.degree,no,no,no
43,admin.,divorced,high.school,no,yes,no
46,services,married,high.school,no,yes,no
33,blue-collar,married,basic.6y,no,no,no
27,blue-collar,single,basic.9y,no,yes,no
53,technician,married,professional.course,unknown,yes,no
30,management,divorced,university.degree,no,no,yes
47,blue-collar,divorced,basic.9y,no,no,yes
55,blue-collar,married,professional.course,unknown,yes,no
60,retired,divorced,basic.4y,unknown,no,yes
48,technician,married,high.school,no,yes,no
42,blue-collar,divorced,basic.4y,no,no,yes
48,technician,married,high.school,no,no,no
48,technician,married,high.school,no,no,no
42,blue-collar,divorced,basic.4y,no,no,no
46,admin.,single,university.degree,no,yes,no
36,services,single,basic.9y,no,no,no
29,technician,single,university.degree,no,yes,no
50,blue-collar,married,high.school,unknown,yes,no
33,admin.,married,unknown,no,yes,no
37,management,single,university.degree,no,yes,no
42,technician,married,university.degree,no,yes,no
24,services,single,basic.9y,no,yes,yes
55,technician,married,university.degree,no,no,no
38,blue-collar,married,basic.9y,no,yes,no
36,blue-collar,married,university.degree,unknown,yes,yes
45,unemployed,married,university.degree,no,no,no
38,blue-collar,married,basic.9y,no,no,no
51,admin.,divorced,unknown,no,unknown,unknown
48,technician,married,high.school,no,no,no
46,admin.,married,university.degree,no,yes,no
47,management,divorced,university.degree,no,no,no
33,entrepreneur,married,university.degree,no,yes,no
39,admin.,married,high.school,no,yes,yes
47,management,divorced,university.degree,no,yes,no
37,blue-collar,single,basic.9y,no,yes,no
47,entrepreneur,divorced,university.degree,no,yes,no
29,services,single,university.degree,no,yes,yes
44,housemaid,married,high.school,unknown,no,no
45,blue-collar,married,basic.4y,unknown,no,no
47,blue-collar,divorced,basic.4y,no,no,no
38,entrepreneur,divorced,university.degree,unknown,yes,no
25,housemaid,married,basic.9y,no,yes,no
47,blue-collar,married,basic.6y,no,yes,no
55,housemaid,married,professional.course,no,yes,yes
56,retired,married,high.school,unknown,no,no
44,blue-collar,married,basic.4y,no,yes,no
36,technician,single,university.degree,unknown,no,no
40,blue-collar,married,basic.9y,no,yes,no
46,blue-collar,married,unknown,unknown,no,no
48,blue-collar,divorced,basic.9y,no,yes,yes
40,self-employed,married,high.school,unknown,yes,no
37,technician,single,professional.course,no,yes,no
58,services,divorced,professional.course,no,yes,no
50,technician,married,professional.course,no,yes,no
55,retired,married,high.school,no,no,no
55,blue-collar,married,basic.4y,unknown,yes,no
51,management,married,university.degree,no,yes,no
45,admin.,married,university.degree,no,no,no
39,technician,married,professional.course,no,no,yes
47,blue-collar,divorced,basic.4y,no,no,yes
55,admin.,married,high.school,no,yes,no
41,services,married,high.school,no,no,no
48,blue-collar,married,basic.6y,no,unknown,unknown
41,technician,married,university.degree,no,no,no
41,blue-collar,divorced,basic.6y,no,yes,no
30,services,single,high.school,unknown,no,no
32,entrepreneur,married,high.school,unknown,yes,no
56,unemployed,divorced,university.degree,unknown,yes,no
53,technician,married,professional.course,no,no,no
39,admin.,married,university.degree,no,no,no
48,technician,single,high.school,no,yes,yes
42,admin.,divorced,high.school,no,yes,no
36,blue-collar,married,basic.9y,no,yes,yes
35,technician,married,professional.course,no,yes,yes
47,admin.,married,unknown,no,no,no
38,blue-collar,married,basic.4y,no,no,no
59,retired,married,university.degree,no,no,no
34,admin.,divorced,basic.6y,no,no,no
47,management,married,basic.4y,unknown,no,no
53,services,divorced,university.degree,no,no,yes
44,self-employed,married,university.degree,unknown,unknown,unknown
48,services,single,high.school,unknown,yes,yes
50,blue-collar,married,basic.6y,unknown,no,no
44,housemaid,single,unknown,unknown,yes,yes
33,unemployed,married,basic.9y,no,yes,yes
42,entrepreneur,married,high.school,no,yes,no
45,services,single,basic.9y,unknown,yes,no
51,blue-collar,married,basic.4y,no,yes,no
35,blue-collar,married,professional.course,no,yes,yes
55,technician,single,university.degree,unknown,yes,no
32,services,single,professional.course,no,yes,yes
42,blue-collar,married,basic.9y,unknown,no,no
42,admin.,divorced,university.degree,no,no,yes
57,blue-collar,divorced,unknown,unknown,yes,no
57,admin.,divorced,high.school,no,no,no
46,blue-collar,married,basic.9y,no,yes,no
42,admin.,divorced,university.degree,no,yes,no
38,blue-collar,married,basic.9y,no,yes,no
31,technician,single,university.degree,no,yes,no
44,admin.,married,high.school,no,no,no
28,blue-collar,single,basic.9y,unknown,no,yes
29,admin.,single,university.degree,no,no,no
56,retired,married,basic.4y,no,yes,no
47,management,married,university.degree,no,yes,yes
26,student,single,basic.9y,unknown,yes,yes
39,management,married,university.degree,no,yes,yes
51,services,married,unknown,unknown,no,no
54,technician,single,university.degree,unknown,no,no
42,unemployed,married,basic.9y,no,yes,yes
57,blue-collar,married,basic.4y,unknown,yes,yes
27,blue-collar,married,basic.9y,no,yes,yes
27,technician,single,professional.course,no,yes,no
59,technician,divorced,university.degree,no,no,no
47,blue-collar,divorced,basic.9y,unknown,yes,no
43,admin.,married,professional.course,no,no,no
36,blue-collar,married,basic.6y,unknown,no,no
47,management,divorced,basic.6y,unknown,yes,yes
38,blue-collar,married,basic.9y,no,no,no
38,entrepreneur,married,basic.9y,no,no,no
33,blue-collar,married,basic.9y,no,yes,no
43,entrepreneur,married,basic.9y,unknown,yes,no
39,blue-collar,married,unknown,no,no,no
41,technician,single,professional.course,no,no,no
37,blue-collar,single,unknown,no,no,no
32,blue-collar,married,basic.9y,no,yes,no
46,management,married,university.degree,no,yes,no
49,entrepreneur,married,university.degree,no,no,no
33,services,single,high.school,no,yes,no
42,admin.,divorced,university.degree,no,no,no
23,services,married,basic.9y,no,yes,no
28,services,married,high.school,no,yes,no
39,blue-collar,married,basic.9y,unknown,no,no
36,admin.,married,high.school,unknown,yes,no
27,technician,married,university.degree,no,no,no
37,entrepreneur,married,basic.6y,unknown,unknown,unknown
49,housemaid,married,basic.4y,no,no,no
55,blue-collar,married,basic.4y,no,no,yes
42,management,married,unknown,unknown,no,no
38,services,married,high.school,no,no,yes
29,services,single,university.degree,no,no,no
28,blue-collar,single,basic.6y,unknown,unknown,unknown
36,admin.,single,high.school,no,no,yes
51,blue-collar,single,basic.4y,unknown,no,no
58,admin.,married,university.degree,no,no,yes
45,technician,married,university.degree,no,yes,no
27,blue-collar,single,basic.9y,unknown,yes,no
35,admin.,married,high.school,unknown,no,no
37,blue-collar,single,basic.9y,unknown,yes,no
43,blue-collar,married,basic.6y,unknown,yes,no
